PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,class,class_name
-7.213129,1.9365692,1.9153998,-2.0396717,-0.82188654,0.22760797,2.3528643,2.400337,-0.20639962,-3.165548,0.50830305,1.2533028,0.325031,2.4950757,3.1060343,2.1526184,1.0564609,0.56578237,-0.5320504,-0.16750334,-3.8189955,0.684726,-2.426032,0.4817247,-0.525419,-1.6443987,-1.1707673,-2.286492,2.4924145,-1.4612325,1.2734149,-0.27921662,-0.039666314,0.37284115,0.59928817,0.5668207,-0.4950285,0.11231511,-0.55292237,-0.38837987,0.28949162,-0.6628456,-0.5509108,-0.83495474,-0.6135112,-0.87844783,0.11672428,0.4880567,-0.55543214,-0.4895077,3,Cat
0.64952886,-12.477886,1.1585304,1.5017236,-0.08780423,-0.43381813,5.1548057,3.135778,-4.989122,-2.444047,-1.6320549,1.0089805,-0.6190581,1.3010683,-1.6985787,-1.2733685,0.33578613,-1.4055898,-2.59266,-0.646861,-0.31486154,-1.8807554,-0.037353307,-2.3787184,-2.199136,-1.1066093,0.35376522,1.7610689,-1.8957673,0.4057855,2.4489245,0.5618373,-0.079570256,1.4571273,1.1089333,1.1928821,1.3635782,0.090544336,0.14271244,1.9798243,0.94796455,-0.36345533,0.1856829,0.43026504,0.31731823,-1.6495099,0.8283069,0.28148854,-0.81548923,0.6737946,8,Ship
6.4257026,-6.6560054,-0.865299,0.06803978,-3.4474561,-6.0241394,-1.1951487,-3.7988698,-7.9579024,3.6042721,-2.5104258,-1.8623201,-0.6137413,0.42436418,0.5657517,2.5942016,-0.9541386,-0.12596136,-3.3363388,-1.9211841,-2.7602522,1.8567256,1.2618171,-2.0070643,0.31622815,0.7590149,0.23172069,-1.579191,1.8227681,0.014047167,-0.4359713,0.3418191,-2.6713483,-0.28260517,-0.16359554,0.12654288,-0.44872594,1.9330533,-0.71082515,-0.6274361,-1.53995,0.7865437,-0.60009265,0.13756678,-1.0163074,-1.99576,0.30419517,1.755509,1.64695,0.11465158,0,Airplane
1.531638,9.508166,-4.2693624,-4.392225,5.0292225,-2.2745774,-3.832857,-2.4667478,0.69699514,0.009100507,-3.521733,1.0273145,2.8279622,-0.23815744,-2.7556846,-2.5446851,-0.91450465,0.25125462,-2.2147734,0.58448064,0.86993057,2.252988,-1.5947586,-0.25514978,0.17449582,-2.8973422,2.651009,2.5028522,-3.2106054,1.638748,-4.7326374,1.4341158,0.654861,2.963189,0.6168547,3.7584271,5.0393224,1.5289468,-2.7170413,0.06496802,0.6888599,1.6583081,-0.50518364,0.20125994,0.9382865,1.5380982,0.8750443,1.4341586,-1.3712072,1.9204663,7,Horse
7.0752707,22.94736,-19.339924,3.7706811,11.260395,-0.54750097,2.7420895,-2.3400218,2.5955758,-4.2810354,2.8070354,-2.532703,6.8411226,-3.7602265,-2.439838,-3.523111,0.548078,-1.7826945,-4.7812643,1.4019791,1.9221969,-6.497226,3.9783123,-3.7764978,-3.3036022,-1.8718011,-1.3845334,6.5368843,5.6801205,0.89876586,0.17948185,-0.68812644,-1.9618988,-9.034243,-0.33062,-0.26702917,0.98609775,-2.4859838,1.1259563,-4.7613893,4.9124193,-2.6868715,3.9165494,0.10594908,-3.1037114,0.2520592,-0.91543794,3.09737,2.596233,1.5046972,2,Bird
0.3821675,13.160078,-2.1025763,-2.0976374,3.100013,2.140094,0.47239468,3.7768643,-0.4595414,-3.2181418,4.009482,-4.1758347,1.9816824,-1.169064,0.11861363,2.6223242,2.7601259,-2.5511515,-1.437729,-0.7507672,-2.4133818,1.7766355,-0.40270203,-1.9359239,0.15258783,1.9602684,1.0530556,-0.9144426,-0.32883132,-2.1487305,4.6526475,1.013356,-1.7144792,0.13286723,0.3543305,0.024636159,-1.8739252,-1.4186085,3.8192682,-0.55658805,1.6600995,-1.3626317,-0.9473643,0.5428154,-1.2797452,-0.18456109,-0.14080237,0.1017352,-2.0205615,0.06664205,6,Frog
-5.7203226,-5.7384133,-2.3267486,0.601541,-3.74734,-1.9668574,3.4165313,-0.20026453,-2.9238744,3.5647829,-1.773451,-4.7768097,0.6545722,0.7802369,1.3662168,-1.675398,-3.679634,0.78503066,-3.9637132,0.28225532,-0.37739372,0.73121554,-0.5933071,-2.087625,-1.1180878,-1.5468931,0.21485896,-2.395069,-2.8694768,0.30411717,-0.29572386,-0.31968293,-0.69822073,0.39983884,0.46984935,-0.18306597,-0.7303857,-1.1305184,-2.4828062,0.7011765,0.2166791,-0.28308862,0.45021203,1.6866499,-0.71995693,2.950417,0.5809948,1.1925571,-0.24157499,-0.7851268,2,Bird
-7.4437585,4.944407,0.18783784,-2.1903987,6.566335,-1.2618755,-1.4015764,1.7551817,-1.533815,1.0744791,5.863059,-5.6652985,0.1535613,-1.0504562,2.1362429,1.6811861,-0.94485277,-3.3599114,-0.12182114,2.1590881,1.1358345,-1.332577,0.015327018,-0.2142085,0.57040805,-1.8588778,1.4991121,1.0422635,0.97769284,1.4856787,-0.123406194,-0.6685588,-1.2612526,0.9256485,-0.38374305,0.2488497,0.1052755,1.1916281,-0.36772272,0.9868517,1.4929157,0.6004702,0.9058545,0.16292268,-1.6245474,1.1674174,-0.7386321,0.89039266,-0.41460112,2.1717231,5,Dog
-7.73692,-3.2651908,2.041712,1.4492792,1.8783714,0.75498253,3.6643386,2.4540803,-1.4107156,0.8805356,-0.87946945,-0.76474625,2.9060657,1.145895,0.80324066,1.4529432,0.27526847,1.2794716,-0.6448156,-0.9314107,2.3789988,0.21423288,0.20413642,-2.1572518,1.7007945,-1.0271487,1.3256667,0.1121016,-1.379653,0.9370646,0.9335691,0.87100273,0.6574783,0.50154185,1.2928327,-1.1790334,-1.3610865,-1.7762748,0.51554096,0.5409148,-0.07258516,2.6842935,-0.9633031,0.05315015,0.82257515,-0.45115545,0.59927094,-0.35750088,0.07421381,-1.0749553,8,Ship
-6.5253577,1.2718403,1.9272301,-2.8891363,-4.274321,-0.90462166,-0.13131244,-1.0014715,1.2326624,0.17691068,-1.3312994,0.70263284,-0.42625138,-0.37512326,-0.20382209,-0.27533007,-0.7789909,0.23949066,-0.13785969,-1.9259616,0.5125806,-0.895592,-2.7138755,1.1608558,-0.3668565,-2.0196922,1.2911339,-0.28230724,1.4619709,-0.73666894,0.16265471,-0.501021,-0.5518025,-0.022032233,-0.26153395,-1.6815914,-1.4059372,-0.32708076,0.080712885,-0.01349743,0.5571602,0.57313615,0.34141794,0.30370796,-0.33845922,-0.54190403,-0.12810697,-1.2725486,-0.011424277,-1.4307438,5,Dog
5.525718,4.6348796,5.165531,0.7534362,-3.9098115,-8.560129,2.3298142,-2.759457,-3.0719173,-2.2504325,2.1830997,0.2706098,-3.1621172,-2.4900749,-2.8802602,1.8396411,-3.8891914,-5.5661335,-1.6029031,-1.6226773,2.0642626,0.446815,1.5444902,-0.6250528,1.4443789,2.5966952,1.7612823,2.9761608,0.6546958,-1.0529735,-2.4518697,-2.3618338,-0.9482191,0.49563375,-0.7797003,-2.4031873,-1.5257884,0.027471913,-0.87835175,0.29920876,-0.42797014,-0.27569982,-1.5415905,0.27566934,-2.0268145,-2.3049412,-0.8372363,0.87609607,0.3954928,-1.3399929,4,Deer
-9.737428,3.3431115,-3.2462156,0.8294687,2.3238037,0.12808229,-0.8071414,-0.019597631,-0.0759139,-7.56185,-5.1074843,0.77745664,-0.49000123,4.306376,0.116282195,1.374139,-3.4616985,1.4859093,-2.392075,0.6388099,-1.857448,0.82938975,-0.9796053,0.41768762,-0.9248239,2.187242,-0.68394536,3.8555913,-1.8428429,2.5329192,1.9248587,-2.5831926,-0.70776325,0.38730204,-1.0030477,-1.1518561,-0.40180692,2.006459,-0.26190484,-1.0844167,-0.2854397,-0.74897593,0.81948125,-2.2421293,3.091405,-0.64893144,-0.5693789,1.8966635,-1.7964162,-0.36020562,6,Frog
7.87784,3.968591,-0.8749758,5.7298484,5.6136384,-9.483541,1.137755,1.9819379,0.5461328,5.5995574,0.97939396,0.69381905,1.3396972,2.5318995,-6.02529,2.4033582,4.924743,2.248557,2.135839,-1.4985315,0.78523266,1.3038875,0.41228378,-1.1677752,-1.3413732,-0.31070486,1.6732448,-0.5575604,-3.9477305,-0.009144317,0.8315388,2.9636412,0.52314895,-0.20792642,-0.94724584,-2.300363,0.80098456,-3.422392,0.7129768,-0.21894614,0.85155433,0.00390113,0.16946249,-0.7514655,0.22253583,-0.092317685,-2.7085848,0.4196363,1.0487193,2.1067426,8,Ship
-0.526663,3.3210137,3.427307,1.6545354,10.532538,2.0546625,1.9792256,-0.7697051,3.773761,2.3125818,-4.5611577,0.893912,-0.80060804,-2.2510386,-4.127327,-0.59392035,-0.55980223,-4.932982,-2.5554733,0.4868829,0.31006265,1.8068326,-0.45555875,0.49036297,-1.3529254,-2.1537893,-0.2584076,-0.014778231,-2.211734,-0.42932045,0.26110917,-0.62190205,0.8383407,-0.022194944,-1.2199521,0.70069957,-0.9840328,1.5184262,-1.6894567,-2.1622422,1.2254591,-0.57805336,-1.0297527,0.7735153,1.7861242,0.13209665,-0.5474573,-2.0267491,-7.873365e-05,1.5885684,9,Truck
1.9077199,-2.3929098,5.685624,-0.8087601,1.053072,0.49293453,-0.7403495,2.9556482,3.5724375,-0.074849784,1.8745636,0.9241785,1.9747617,3.5572813,-1.4276907,-0.40211847,0.26907384,0.9928196,-0.8774306,-0.19783053,0.26217732,-0.6488866,0.69704825,-0.50337493,-0.57033867,-0.014425896,-1.5101082,0.7351625,-2.6956778,-0.24299203,3.7591898,0.39019626,0.45271716,-0.58241814,1.681068,1.3805075,-1.3666065,-0.015472017,0.05408619,0.18818039,-2.4191663,0.2940911,-0.2036205,-0.6826365,-1.3768709,1.4905725,-0.09123673,0.9469379,1.3082952,0.106228195,9,Truck
3.2935216,2.5899014,11.077712,3.5989861,3.256903,-8.601575,3.5617006,4.7453375,3.0282211,-4.6348658,1.1691552,1.0335047,0.21942437,1.6776938,4.2580285,0.21086119,3.003148,2.7256908,2.9148793,-0.36277598,2.0421984,1.7428446,-0.31931868,2.160657,-1.7175062,-0.59293485,0.31932628,-0.09783321,-0.3743114,0.75452447,-1.3756292,-1.6568005,0.6816177,1.0697137,1.0260326,1.1779289,-1.8772278,-0.30593827,-2.5689647,-0.9820064,0.4797735,-0.513467,1.9276882,0.15752809,-1.4580059,0.72105426,-0.22372124,-0.3224759,-0.97268575,0.73058385,1,Automobile
10.315293,-16.196777,0.32436708,-0.60908246,1.5631675,2.2694926,-5.8996186,-1.1622225,2.7219348,-4.077043,3.0951083,-0.55003846,2.3221092,4.0726805,-0.88112146,-2.9993348,3.6882906,1.2676815,-2.1975367,-1.080921,0.9835435,-1.5032029,-0.4515078,1.0928063,0.6388424,-1.0057974,-1.3602895,0.4259361,1.0996736,-0.7354224,-0.60888857,-1.5240641,-1.118768,-0.80555993,0.7276364,-1.2804544,-0.80331665,1.4984355,0.084517844,-1.472018,-0.0034448386,0.8675116,-0.8078715,0.7824518,0.51681656,0.41460204,0.04180137,-1.1325111,0.09747795,-0.15458347,0,Airplane
20.989157,-1.4662712,-7.8532457,4.565996,-6.4295554,-7.372624,-0.55109674,-0.4854326,-2.9498396,0.35572785,-8.024414,-4.7645617,2.7014859,-7.2094297,4.8045316,2.9376652,3.611195,-9.918537,-3.8637197,2.971042,-2.039497,7.176625,2.0424602,0.45094854,-2.5909135,-3.0433586,-2.5694857,-0.37628388,-0.03446514,-3.7680209,-2.37644,4.0778437,0.24382031,0.2179414,-0.624439,1.8666017,1.5199175,0.7362116,0.06993621,3.2986565,-10.217991,6.3595667,2.5641127,5.34109,0.29049885,-1.8811016,-2.5504513,1.4071307,1.3141361,-6.157778,2,Bird
-11.258038,2.1271684,-2.42538,-0.643221,5.28676,1.317031,2.4111216,-1.2919115,-2.8430207,-3.4835298,-0.7442718,-0.10072114,2.6903925,1.4040786,2.8206165,1.0201095,-1.5101007,-2.666162,1.0740781,-1.65404,-1.4157472,2.0979629,-0.7764608,-0.9929833,0.026621306,0.2472969,-1.4514977,-0.15793853,0.7216437,0.47536865,0.2865999,0.44354147,0.6407583,-0.13611671,0.9975489,-0.48660797,1.8690405,-0.30583483,-0.7234125,-1.2630191,1.4097598,0.8362973,-0.14211665,-0.4196301,2.5808797,0.0078134425,0.47974083,-0.34494594,-0.21530825,0.014189714,2,Bird
5.884379,10.857134,-14.946625,0.2802002,1.7706649,-0.784795,3.0182931,0.0050427523,-2.5342448,-2.1626327,1.6163,8.51102,7.899243,-0.17399216,1.2379464,4.8849015,-1.9648623,2.7940767,2.6285017,1.4468098,3.5797372,-0.07166558,0.0069963587,-1.2294886,2.266191,-2.8395875,-4.174163,5.859945,1.5323107,0.86949486,0.062676705,1.8248976,2.37669,2.2114248,2.9442742,-1.7318755,2.0124671,-4.473236,0.13233434,0.66213447,1.3273313,-2.0270133,2.3634744,-0.015184639,-0.061664168,-1.6217141,-1.1890965,1.2185801,0.06570195,-0.34044096,7,Horse
-13.328466,-2.7000136,-5.300922,1.7055881,-3.512962,-1.2919486,4.3035326,-0.58246267,0.5606794,-0.070374675,0.7055835,-0.104276136,-1.6528492,0.5669073,0.37555185,-0.36542755,-1.813645,0.6179969,-0.76227015,-0.46620697,-0.27862573,1.6285657,-0.28868788,0.83565736,1.5319134,0.106481016,-0.7417844,0.64167345,0.14453463,-1.3386713,-0.04876947,0.31780207,-2.3823833,0.28023857,-0.06862207,-0.18980291,0.66655576,-1.2321603,-1.4618559,-0.305275,-0.3561792,-0.6714844,0.47820637,-0.86972815,0.4314462,-0.118575245,-0.9860845,-0.93248624,0.5624605,-0.19803526,3,Cat
-7.6883097,-0.7890316,3.67625,3.550882,-2.520763,0.9804583,1.4877186,-0.12160268,-0.415893,-2.2478218,4.703321,-1.2452441,-5.6637173,-1.1138731,1.341395,-0.30415952,-1.2431457,0.21963872,0.24310715,2.7502818,-1.0829431,-1.7370882,1.2630404,1.1571087,0.6409251,-0.95535964,0.39531088,1.1050819,1.7057805,-1.5719928,1.6415511,-0.3026766,1.3993111,0.57622516,-0.3198898,1.0326147,0.57399124,-0.22428164,0.9274242,0.5359282,-0.58586216,2.3588717,-1.7318828,-0.33954522,0.029213117,1.2600834,-2.0548027,-0.07288247,1.3755331,0.52376884,2,Bird
-6.5368333,-0.4252361,2.335574,-2.118732,4.552779,-0.28604776,1.0786421,-1.9800408,0.19203672,2.5116782,-0.7718722,-1.1747369,1.0331804,1.0324147,0.0783545,2.107955,0.77496547,-0.5635514,-3.131095,-0.16152102,-0.8990415,-0.94179785,0.58848965,1.3731608,-0.4052395,-1.092147,-1.1031792,0.84154254,0.89741355,-0.6016461,1.5644612,0.41789132,0.2157541,0.6536891,0.16342708,-0.2758204,-1.0512185,-0.56926626,-0.6112371,-0.6541405,-0.26452157,0.1416535,-1.0614825,-0.978608,1.2394665,1.02196,-1.5451367,-1.6182083,-0.41616496,0.09349189,8,Ship
8.851908,-15.086321,-1.7294744,0.8874498,-3.2631598,3.459432,1.3469406,0.37276286,-0.015988559,-5.08895,3.6768467,2.9561124,1.085588,-0.22163305,-4.3714886,-2.4570696,3.2831056,1.8836366,-4.458305,1.8112345,-0.2292143,-1.7677612,1.9295921,-0.82116944,0.157021,2.3154907,-0.336383,5.639263,-1.6291142,0.7936375,-0.35060385,-1.4049157,2.3622992,-2.8523016,-2.6627905,-1.4307587,-1.045458,0.30464306,-2.4133122,0.22491287,-0.098621994,-0.93382186,-1.0646,-5.721121,-1.8690898,2.612362,2.4776928,-3.3315303,0.4727213,-1.5880554,0,Airplane
-10.23836,-1.4296577,-0.3617856,-1.5718946,-3.3597326,-2.788358,-1.4411966,2.9304876,0.12420664,-0.066949904,-2.1759498,-0.84539115,0.44558528,-1.5671104,-0.15911783,0.8691062,-1.4809638,1.0494294,-0.74143827,-2.0723672,2.5013425,-0.9334118,0.26647225,0.842982,-1.4303778,1.2429528,-0.484574,0.033889975,-0.58637387,1.2552899,1.984968,-1.8705398,0.4059002,0.6484399,-0.44758746,-0.73487365,0.10730278,-0.7127037,0.39562476,-0.2107892,-0.10224941,0.3773434,-0.68345916,-1.2773758,0.42932868,0.29601192,-0.9962172,-0.20129852,-0.27743813,0.055275355,9,Truck
5.5778937,11.660156,-1.8161516,-3.4616554,-3.3890524,0.14659719,1.9501401,1.417668,-2.0916748,-0.9774187,3.206783,-1.3399452,-0.45475325,8.587285,-4.0598354,-4.4242268,0.60640424,-0.6781314,-2.4420927,0.19057374,-1.4020133,5.174004,-0.46162963,0.445443,4.053123,-2.5503423,2.0619435,-1.2820383,-0.931622,-0.0832847,3.939624,0.6652343,2.3431358,1.0478386,-1.1055863,0.41912714,-3.3842957,2.397981,1.6484032,1.0016668,-2.1528568,-1.7356668,1.8374604,3.077682,-1.1744815,-0.021002775,0.3109817,-1.597949,-0.60669875,0.17205921,5,Dog
2.3737202,-8.775345,1.8587321,-1.7316116,1.0596541,2.2851124,1.8376341,5.5419445,-2.6355436,-0.058536284,0.56258726,0.095090136,1.7688164,1.3752367,-1.6741018,-0.047491636,4.127198,1.4075634,-1.4063958,-2.406015,0.42764273,-2.2135098,2.158449,-1.113248,-3.7354324,-0.52377236,0.90644586,1.283672,-3.4552824,-1.1825312,0.9683124,-2.4469502,0.7079916,2.8520424,2.4527617,-0.93040645,0.14629337,-0.8430939,-1.607542,0.35661003,2.5200899,0.9509323,-1.0367815,-0.254433,-0.12487018,-0.66737264,-1.5244415,2.3409185,-0.86260474,-0.07892992,8,Ship
0.5387881,2.0149932,9.251147,8.623203,10.5502405,-5.94409,3.131535,-3.347908,-4.8640447,2.4200282,1.9837283,2.5046532,-0.69334954,5.064801,1.8445858,0.97045845,3.4495342,-4.1695833,2.1046526,1.4020888,0.8135183,-0.2787499,1.0052599,-0.031871226,0.3102189,-3.8624523,-0.18399957,4.6531796,-0.73672664,2.9301038,-2.5536578,-0.037026852,-0.68615806,-1.1417819,-2.9342818,1.065161,0.32531494,0.5331605,-0.6438761,-0.42201552,-0.10223535,-1.3313644,-0.52892405,2.237794,3.5304182,1.7942461,1.3689377,-0.735615,-0.30848196,-0.7579648,1,Automobile
5.304025,-6.935028,-0.035722606,3.4229448,6.8290977,9.244664,6.137226,9.618714,1.306079,-2.6353338,-10.204819,-6.7846265,-0.63534445,0.82763726,-9.096239,-0.9395416,-5.9715247,-3.4261315,9.299124,-1.21558,-5.4276447,-1.283236,-0.97149575,3.075962,-0.64173084,-1.9784077,-2.6420932,0.69381243,-3.0158324,-1.2212256,1.120515,2.5392146,0.7665184,-1.5466535,-2.589952,0.26960602,-1.7524983,-2.5460346,-1.7983781,-0.11263587,1.0458384,-2.21377,-0.30711967,2.2618608,-3.4485054,-0.12951164,-2.5061796,0.9951775,0.2894321,-1.0281888,9,Truck
13.139276,-5.01668,-10.569884,-0.8297421,1.8485353,1.5590987,-4.0722337,-5.901772,-0.9304789,4.1095138,-1.7669405,-1.059606,-0.102442,0.44666657,0.78691566,5.76195,2.6674464,2.101916,1.8274021,-1.2402071,0.9445104,5.169381,0.41339317,-0.39616516,-0.77946556,0.18481217,0.3701074,-2.336368,-0.020445755,0.076824516,2.8410425,-1.3502542,0.74917406,0.9691603,-1.7351036,2.9243944,-0.7136766,-1.0655895,-1.0673109,-0.49814892,-1.0791008,-1.8016486,-0.3572885,0.18800406,0.27648354,1.604073,0.47834817,-2.0550733,3.1635768,-0.73239696,4,Deer
-2.369002,4.712547,0.4314842,-3.6108792,5.832408,-1.9046243,0.91671854,-0.746922,4.1355596,-1.5884454,-0.61984146,1.1372082,1.0470029,-2.2972126,-0.9531513,-2.0513718,-0.070002444,-2.8009522,-1.430447,-0.34093052,-0.33396634,1.5865673,-1.582088,0.11592334,-1.6471038,-1.2203969,0.14148377,0.609665,-1.9033576,0.30278724,-1.7862481,3.3631344,-1.32871,2.7824268,-0.8701448,0.6737064,0.5180409,0.52389777,-2.5136907,-2.0112567,-2.39688,0.9101315,-0.7856484,-1.20323,0.9056343,-0.350512,0.68209875,-0.7879624,-0.75620806,-0.5775423,1,Automobile
-2.7517464,2.9551947,3.9047563,-2.2254734,-3.5413115,4.3738017,-4.2858777,5.542104,-3.7416205,1.9463241,0.6756176,-1.288763,-0.6485735,2.202675,1.6425328,-1.971559,3.4494274,2.604624,-1.5296049,1.5284815,0.16801311,-0.23256238,2.5305004,1.2289368,-0.73747534,0.7193719,-2.224106,1.1533719,1.5472928,-1.6844455,1.0804865,1.0685922,1.4834486,-1.0644114,-2.9619682,-0.113136254,-0.2973719,0.48261034,-1.2060807,1.6169188,-0.37116662,-0.15903677,-1.2959306,-1.0022635,0.014374119,-0.09890616,2.5073545,-0.6701636,0.116894156,1.5392967,3,Cat
-4.190228,-5.283288,2.1471224,2.4203022,3.5565603,-3.1930017,3.3209631,-1.360994,2.8057573,4.490581,-1.3775721,-1.7982811,-1.7437611,2.4056842,-0.008080392,0.23192318,2.7442546,0.21526521,0.98173165,3.2259226,-1.9334577,-2.1555548,-0.25161967,0.75002396,0.9869435,-1.0736005,-0.7232122,-0.631774,-1.0530391,1.6697845,-0.25186425,1.4984388,0.34598404,-0.21413627,0.76364243,0.38216677,1.2318642,-0.06774005,0.9675172,-0.8633167,-0.37254137,-0.68649197,-0.8224255,-1.4488958,-0.8830213,-0.30889484,0.97464436,-1.3753016,-1.9289267,-0.018648455,8,Ship
3.5320299,1.4133915,8.453268,3.6147292,-0.13592426,3.732971,1.9770756,-1.2776315,1.1777349,1.2874856,2.9751117,-1.8599409,-3.0541642,0.44734403,-1.533839,1.0232196,2.176906,0.55548877,1.8744531,2.039586,0.79803646,-2.1995614,0.6516119,0.022939866,-0.033781845,-1.0578231,2.547802,1.0707834,3.001824,1.4637092,-2.4938376,-0.70401967,0.40862823,1.8708278,2.173389,-2.9383905,-0.4479321,0.5669117,2.7514083,0.28885314,-0.4176246,0.8920643,0.14266482,1.9204687,0.43807524,0.8807866,1.3374555,-0.3127987,1.8936539,1.248962,1,Automobile
-6.2896776,3.5853214,-6.0661783,-0.6642662,1.8440348,-5.687347,6.7034945,0.3319337,-2.2986567,-4.016268,2.1635854,-0.79845214,2.394446,4.523404,-1.5459095,-1.412387,0.1718935,1.8266941,-3.9050212,-0.4802569,0.83794075,0.9715634,-2.8400953,-0.14722632,1.2619178,-1.6763626,-0.52381593,-1.218583,-0.5641237,-1.5010456,-0.070388146,-0.42875645,1.1126692,-1.1501268,-0.9933772,-0.38713327,2.1914756,-0.11592159,-0.7793691,-3.0119185,-2.0278468,1.3140445,-0.71489245,0.7306886,-0.9911179,0.61807203,-0.6754107,0.4979934,0.0597093,-0.13810109,4,Deer
8.823415,-0.106823325,-2.1157348,-3.8902156,-1.0307204,5.4720244,-5.499908,-3.839567,-0.31971467,0.50403845,-1.4574515,5.6292787,2.4571254,-4.7816744,-2.0814986,0.28098685,1.5736774,-1.7389789,1.1871524,1.3624488,6.021175,3.5849106,-0.14774205,-1.3881443,2.2894382,-1.034782,0.057259906,-1.1906773,-1.0284363,0.6908906,-0.84765744,-0.48755792,1.331439,-2.538331,-0.32744175,1.8260372,3.115555,1.8380971,-0.16140492,-1.4216609,1.3647796,-0.99658585,-0.4695227,-1.4900477,-2.1247046,1.3797694,-0.058365207,-3.2047615,-0.47425693,-2.9427571,7,Horse
17.667917,-2.0254233,2.764844,-3.7315595,6.393774,0.47951517,-2.1795056,1.916089,2.1940782,0.43958852,3.4520295,1.5109308,-0.35854688,0.18442684,0.92714214,-2.1573493,-1.8573397,1.6188091,5.078623,-2.877677,2.9556463,2.2091913,2.8023345,2.6316495,0.7321459,-0.93988603,-0.17702997,-1.2619041,-1.2218597,3.2367668,-0.11052027,-0.043228142,-0.7029513,0.13988166,2.7342422,2.6486967,0.19713777,0.43131045,1.7623109,-1.713139,-0.6294188,-0.31679118,-0.2162341,0.63165647,1.934513,-0.9983224,2.2443664,-0.5333857,2.0063527,-1.6642432,9,Truck
-5.57643,-4.5176673,-2.724534,-1.7617005,-4.8102612,2.0021062,0.5983996,2.6330378,-3.4712243,1.2166178,-0.13004233,3.3515906,0.05446134,2.3601255,0.99000055,-0.86740375,-1.3706503,-0.3971231,1.9026291,0.37186533,3.6118054,-0.78642243,0.71191657,-0.9609629,-0.9230534,0.6803517,-0.75856954,1.7968466,-0.93058884,-0.14395513,-0.18153274,0.9113169,0.6155646,-1.1838262,-0.97896117,-0.34428313,0.18016544,-0.33896837,-0.1764602,-0.12585197,-0.7206173,-0.60300565,-1.5677907,1.8516093,-0.33227643,0.12371839,0.8294576,-2.3284655,1.2128941,-0.11167614,4,Deer
-9.159087,-4.031827,1.4773751,-4.1264176,-2.1537066,-1.7219144,-1.2913655,0.112929516,3.3169227,1.4780105,-3.096644,0.5699203,1.98135,-0.23388411,-0.48562154,0.75814605,0.1615988,-0.12185049,-0.1023279,-1.839602,0.24558084,0.44314605,-0.075426556,-0.236269,1.0749822,0.07423535,-0.42713308,0.7179148,0.9609695,0.60003734,0.040771622,-1.5106405,-0.07018792,0.19972192,-0.68959785,0.26321542,-1.1696265,-0.07802278,0.4738538,-0.5686582,-0.79026735,0.36457306,-0.5312799,-0.3772036,-0.07010196,0.39866677,0.96857595,0.4346532,-0.17770821,0.69787866,2,Bird
-8.060617,-0.9005664,3.3838513,-2.2832704,-0.59647757,-1.0873584,0.9237961,-1.4456434,-0.5417885,-1.0258603,-0.09352533,0.7185269,-0.29037955,-0.20037012,-0.431596,0.8278332,-0.60420895,-0.9470791,-2.459001,-1.2085668,0.30270943,-0.17184417,1.5111021,0.1553911,0.8746902,-0.22109503,-1.4625458,0.33953977,-0.93116057,-0.24017163,0.5392921,0.6127734,1.0053622,0.15279111,-0.9503573,-0.15727064,-0.8654361,-0.4048857,0.084039465,-1.0184975,-1.2390788,0.15353309,-0.25278,0.35273886,-0.023888094,0.53908426,-0.03639899,-0.669363,-0.09649435,0.07586523,7,Horse
26.634138,-18.424593,-2.43031,4.2634144,2.6255553,5.349824,-2.2461746,-0.76475114,-3.8227649,-6.6231503,0.41503546,-2.5101373,-0.67831385,-1.2393911,3.8415906,-5.0593433,10.253493,-6.13423,-1.1139574,-2.2227588,3.41011,-1.7357488,-9.515681,0.8726678,4.1581264,-1.436478,-0.3967173,-1.4018486,-0.16648608,3.1121323,1.9371241,-0.8923208,0.5819654,-1.1057837,-0.63002723,-2.5474336,0.8875126,2.1972594,0.37825033,-0.10480662,0.07787718,3.0638838,2.103127,-0.6345748,-1.8771657,1.4461076,-2.7505662,-3.2553065,-1.1153181,-0.68090385,0,Airplane
-10.034333,2.199164,0.7782254,-4.4041295,-0.34942734,1.5131396,-2.4372563,0.44097033,-2.1358962,-1.0565811,-2.2616854,-2.194394,0.023138981,-2.1088881,2.5160913,-0.995245,0.9179146,1.326309,-2.4707797,-1.1530144,0.32325545,-0.3911629,3.6044483,2.4931502,0.6470022,1.3644645,-1.119885,-1.051511,-0.16313371,0.13140218,-0.26335412,1.8654649,0.8692902,1.4032079,0.3638329,0.83188593,-0.7701016,-0.0049943454,-0.6638214,0.5479514,-0.91567826,2.3658507,-0.28217483,0.7549235,-0.45404157,0.72585034,0.23916174,0.5616686,-0.74169254,1.1107795,7,Horse
